codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes
46106,46106,INCIDENTE,VITÓRIA,ES,SBVT,2012-06-22,12:28:00,0
45960,45960,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-06-23,19:01:00,0
46158,46158,INCIDENTE,BELÉM,PA,SBJC,2012-06-23,11:50:00,0
45949,45949,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2012-06-24,11:40:00,0
45948,45948,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-06-25,15:18:00,0
46197,46197,INCIDENTE,OSÓRIO,RS,SSOS,2012-06-26,17:00:00,0
46029,46029,INCIDENTE,COARI,AM,****,2012-06-28,12:00:00,0
46019,46019,INCIDENTE,SÃO PAULO,SP,SBSP,2012-06-29,01:35:00,0
46038,46038,ACIDENTE,BAURU,SP,SBBU,2012-06-29,17:50:00,0
46036,46036,INCIDENTE,BELÉM,PA,SBJC,2012-06-30,15:51:00,0
46043,46043,INCIDENTE GRAVE,MARICÁ,RJ,SDMC,2012-06-30,14:05:00,0
46045,46045,ACIDENTE,PRATA,MG,****,2012-06-30,23:00:00,0
46096,46096,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,2012-06-30,13:52:00,0
46155,46155,INCIDENTE,RIO DE JANEIRO,RJ,****,2012-06-30,15:40:00,0
46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,0
46046,46046,INCIDENTE,MARINGÁ,PR,SBMG,2012-07-01,12:30:00,0
46042,46042,INCIDENTE GRAVE,ARACATU,BA,****,2012-07-02,10:45:00,3
46073,46073,INCIDENTE,GUARULHOS,SP,****,2012-07-03,02:55:00,0
46110,46110,INCIDENTE,GOIÂNIA,GO,SBGO,2012-07-03,09:01:00,0
46156,46156,INCIDENTE,GOIÂNIA,GO,SBGO,2012-07-03,11:55:00,0
46095,46095,ACIDENTE,NOVA UBIRATÃ,MT,****,2012-07-04,14:35:00,0
46093,46093,ACIDENTE,ESPINOSA,MG,****,2012-07-06,13:50:00,2
46157,46157,INCIDENTE,PORTO ALEGRE,RS,****,2012-07-06,13:11:00,0
46161,46161,INCIDENTE,GUARULHOS,SP,****,2012-07-06,09:30:00,0
46094,46094,ACIDENTE,ALTO GARÇAS,MT,****,2012-07-07,14:30:00,0
46178,46178,ACIDENTE,GENERAL CARNEIRO,MT,****,2012-07-07,09:20:00,0
46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,7
46105,46105,INCIDENTE,CAMPINAS,SP,SBKP,2012-07-09,22:55:00,0
46196,46196,INCIDENTE,OSÓRIO,RS,SSOS,2012-07-09,12:00:00,0
46098,46098,INCIDENTE,BELO HORIZONTE,MG,****,2012-07-10,20:25:00,0
46159,46159,INCIDENTE,SÃO PAULO,SP,SBMT,2012-07-11,19:50:00,0
46305,46305,ACIDENTE,SÃO PAULO,SP,****,2012-07-11,13:17:00,2
46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,1
46154,46154,INCIDENTE GRAVE,UBERABA,MG,SBUR,2012-07-12,19:32:00,0
46160,46160,INCIDENTE,CARAUARI,AM,****,2012-07-13,11:40:00,0
46189,46189,INCIDENTE,SÃO PAULO,SP,****,2012-07-13,18:50:00,0
46153,46153,ACIDENTE,UAUÁ,BA,****,2012-07-14,14:40:00,0
46190,46190,INCIDENTE,LONDRINA,PR,SBLO,2012-07-15,18:37:00,0
46179,46179,ACIDENTE,SANTA FÉ DO SUL,SP,SILT,2012-07-16,12:00:00,0
46191,46191,INCIDENTE,MACAÉ,RJ,SBME,2012-07-16,11:42:00,0
46653,46653,INCIDENTE,CAMPINAS,SP,****,2012-07-17,23:14:00,0
46671,46671,INCIDENTE,BOA VISTA,RR,SBBV,2012-07-17,12:20:00,0
46192,46192,INCIDENTE,DOURADOS,MS,SSDO,2012-07-20,10:02:00,0
46187,46187,INCIDENTE GRAVE,BARRO DURO,PI,****,2012-07-21,11:35:00,4
46170,46170,ACIDENTE,BEBEDOURO,SP,SDBB,2012-07-22,16:00:00,2
46214,46214,INCIDENTE,MACAÉ,RJ,****,2012-07-22,19:21:00,0
46181,46181,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2012-07-23,18:55:00,0
46193,46193,INCIDENTE,UIRAMUTÃ,RR,****,2012-07-23,13:20:00,0
46171,46171,ACIDENTE,MARICÁ,RJ,****,2012-07-24,19:15:00,0
46172,46172,ACIDENTE,RIO DE JANEIRO,RJ,****,2012-07-24,19:10:00,1
46194,46194,INCIDENTE,MACAÉ,RJ,****,2012-07-24,13:40:00,0
46210,46210,INCIDENTE,MACAÉ,RJ,****,2012-07-25,16:20:00,0
46211,46211,INCIDENTE,PARAUAPEBAS,PA,SBCJ,2012-07-26,17:20:00,0
46212,46212,INCIDENTE,CURITIBA,PR,SBCT,2012-07-26,23:10:00,0
46339,46339,ACIDENTE,CARAGUATATUBA,SP,****,2012-07-26,12:00:00,0
46173,46173,ACIDENTE,IPIGUÁ,SP,****,2012-07-28,16:30:00,0
46198,46198,INCIDENTE,PIRACICABA,SP,SDPW,2012-07-28,16:00:00,0
46202,46202,ACIDENTE,JUIZ DE FORA,MG,****,2012-07-28,10:45:00,1
52060,52060,INCIDENTE,NAVIRAÍ,MS,SSNB,2012-07-28,19:00:00,0
46188,46188,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2012-07-29,14:46:00,0
46195,46195,INCIDENTE,SÃO PAULO,SP,****,2012-07-29,15:05:00,0
46215,46215,INCIDENTE,MACAÉ,RJ,****,2012-07-30,16:15:00,0
46213,46213,INCIDENTE,CURITIBA,PR,****,2012-07-31,12:21:00,0
46201,46201,ACIDENTE,ALTO ALEGRE,RR,****,2012-08-01,16:20:00,1
46217,46217,INCIDENTE,BRASÍLIA,DF,****,2012-08-01,10:33:00,0
46218,46218,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-08-01,12:49:00,0
46200,46200,ACIDENTE,GOIÂNIA,GO,SWNV,2012-08-02,12:40:00,0
46216,46216,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-08-03,20:00:00,0
46209,46209,INCIDENTE GRAVE,ALTAMIRA,PA,****,2012-08-04,10:10:00,2
46522,46522,INCIDENTE,SOROCABA,SP,SDCO,2012-08-04,23:00:00,0
46199,46199,ACIDENTE,TEFÉ,AM,****,2012-08-05,15:00:00,3
46219,46219,INCIDENTE,BRASÍLIA,DF,SBBR,2012-08-06,22:02:00,4
46682,46682,INCIDENTE,SALVADOR,BA,SBSV,2012-08-06,12:15:00,0
46261,46261,ACIDENTE,PORTO SEGURO,BA,SBPS,2012-08-08,18:50:00,1
46280,46280,INCIDENTE GRAVE,SÃO SEPÉ,RS,****,2012-08-08,20:00:00,0
46299,46299,INCIDENTE,TATUÍ,SP,SDTF,2012-08-08,15:00:00,0
46300,46300,INCIDENTE,MOSSORÓ,RN,SBMS,2012-08-08,14:30:00,2
46681,46681,INCIDENTE,BELÉM,PA,SBBE,2012-08-08,22:59:00,0
52061,52061,INCIDENTE,MANAUS,AM,SBEG,2012-08-08,10:32:00,0
52062,52062,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2012-08-09,19:12:00,0
46281,46281,INCIDENTE GRAVE,MANAUS,AM,SWFN,2012-08-10,12:20:00,1
46282,46282,INCIDENTE GRAVE,COARI,AM,SWKO,2012-08-12,12:20:00,0
46298,46298,INCIDENTE,CASCAVEL,PR,SBCA,2012-08-12,18:00:00,0
46347,46347,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-08-12,15:15:00,0
46260,46260,ACIDENTE,TARUMIRIM,MG,****,2012-08-14,19:50:00,1
46297,46297,INCIDENTE,CONFINS,MG,****,2012-08-14,18:22:00,0
46279,46279,INCIDENTE GRAVE,ITÁPOLIS,SP,SDIO,2012-08-15,20:40:00,0
46672,46672,INCIDENTE,COARI,AM,SBUY,2012-08-15,20:33:00,0
52063,52063,INCIDENTE,CABO FRIO,RJ,SBCB,2012-08-15,15:00:00,0
46253,46253,ACIDENTE,ATIBAIA,SP,SDTB,2012-08-16,14:45:00,0
46259,46259,ACIDENTE,CAMPINAS,SP,SDAM,2012-08-17,15:10:00,0
46263,46263,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,2012-08-17,15:15:00,3
46336,46336,ACIDENTE,ATIBAIA,SP,****,2012-08-17,18:10:00,0
46345,46345,INCIDENTE,CAMPINAS,SP,SDAM,2012-08-17,15:05:00,0
46255,46255,ACIDENTE,SANTA BÁRBARA D'OESTE,SP,****,2012-08-18,12:40:00,0
52064,52064,INCIDENTE,RIO BRANCO,AC,SBRB,2012-08-18,22:00:00,0
46258,46258,ACIDENTE,ITAQUAQUECETUBA,SP,****,2012-08-19,18:05:00,0
46301,46301,INCIDENTE,TERESINA,PI,SBTE,2012-08-19,09:40:00,0
46346,46346,INCIDENTE,SÃO PAULO,SP,****,2012-08-19,18:30:00,0
46256,46256,ACIDENTE,BELO HORIZONTE,MG,SBPR,2012-08-20,17:50:00,3
46264,46264,INCIDENTE GRAVE,COROMANDEL,MG,****,2012-08-20,17:40:00,0
46302,46302,INCIDENTE,CASCAVEL,PR,SBCA,2012-08-20,16:55:00,0
46344,46344,INCIDENTE,BODOQUENA,MS,****,2012-08-20,05:50:00,0
46257,46257,ACIDENTE,JURUÁ,AM,****,2012-08-21,18:50:00,0
46348,46348,INCIDENTE,SÃO PAULO,SP,SBSP,2012-08-21,00:30:00,0
46435,46435,ACIDENTE,PALMEIRA,PR,****,2012-08-21,20:15:00,3
46688,46688,INCIDENTE,LONDRINA,PR,SBLO,2012-08-21,23:00:00,0
46846,46846,ACIDENTE,RIO DE JANEIRO,RJ,****,2012-08-21,22:35:00,0
46436,46436,ACIDENTE,ARAGUAÍNA,TO,****,2012-08-22,13:00:00,0
46444,46444,ACIDENTE,PAUINI,AM,SWUI,2012-08-22,18:51:00,3
46349,46349,INCIDENTE,GOIÂNIA,GO,SBGO,2012-08-23,00:00:00,0
46296,46296,INCIDENTE,SÃO PAULO,SP,SBMT,2012-08-25,21:10:00,0
46437,46437,ACIDENTE,ÁGUA CLARA,MS,****,2012-08-25,11:30:00,2
46350,46350,INCIDENTE,BRASÍLIA,DF,SBBR,2012-08-28,18:30:00,0
46451,46451,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,2012-08-30,19:25:00,1
46310,46310,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-08-31,18:40:00,0
46680,46680,INCIDENTE,SANTARÉM,PA,SBSN,2012-08-31,12:10:00,0
46686,46686,INCIDENTE,CAMPINA GRANDE,PB,SNKB,2012-09-01,12:10:00,0
46312,46312,INCIDENTE,CONFINS,MG,SBCF,2012-09-02,10:55:00,0
46342,46342,INCIDENTE,UBATUBA,SP,****,2012-09-03,16:40:00,0
52065,52065,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-09-03,16:30:00,0
46311,46311,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,2012-09-05,11:50:00,0
46520,46520,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2012-09-06,16:27:00,0
46684,46684,INCIDENTE,SALVADOR,BA,SBSV,2012-09-06,19:45:00,0
46308,46308,ACIDENTE,MIRANDA,MS,****,2012-09-07,19:10:00,0
46418,46418,ACIDENTE,GUIRATINGA,MT,****,2012-09-07,13:30:00,0
52066,52066,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,2012-09-08,15:50:00,0
46306,46306,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2012-09-09,12:00:00,0
46309,46309,ACIDENTE,MACAPÁ,AP,****,2012-09-09,21:12:00,0
50831,50831,ACIDENTE,ACREÚNA,GO,****,2012-09-09,20:00:00,1
46337,46337,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,2012-09-12,12:00:00,0
46338,46338,ACIDENTE,BALSAS,MA,****,2012-09-12,20:50:00,0
46307,46307,ACIDENTE,GUARULHOS,SP,SBGR,2012-09-13,01:30:00,0
46685,46685,INCIDENTE,SALVADOR,BA,SBSV,2012-09-14,20:07:00,0
52067,52067,INCIDENTE,BOA VISTA,RR,SBBV,2012-09-14,15:15:00,0
46358,46358,INCIDENTE,FORTALEZA,CE,SBFZ,2012-09-15,22:44:00,0
46371,46371,INCIDENTE,ITUPEVA,SP,****,2012-09-15,17:30:00,0
46340,46340,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,2012-09-16,17:40:00,0
52068,52068,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-09-16,22:03:00,0
46691,46691,INCIDENTE,RIO GRANDE,RS,****,2012-09-17,11:00:00,0
46341,46341,INCIDENTE,BACABAL,MA,****,2012-09-18,10:24:00,0
46359,46359,INCIDENTE,VITÓRIA,ES,SBVT,2012-09-18,17:00:00,0
46362,46362,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-09-18,20:00:00,0
46519,46519,INCIDENTE,PORTO ALEGRE,RS,SBPA,2012-09-18,18:32:00,0
46354,46354,ACIDENTE,ITAMARAJU,BA,****,2012-09-19,23:00:00,0
46652,46652,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2012-09-19,23:50:00,0
46689,46689,INCIDENTE,LONDRINA,PR,SBLO,2012-09-20,18:25:00,0
46373,46373,INCIDENTE GRAVE,PARAUAPEBAS,PA,****,2012-09-21,11:55:00,1
46655,46655,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2012-09-21,20:58:00,0
46356,46356,ACIDENTE,TAPIRAMUTÁ,BA,****,2012-09-22,15:50:00,3
46377,46377,INCIDENTE,RIO BRANCO,AC,SBRB,2012-09-22,13:25:00,0
46378,46378,INCIDENTE GRAVE,BARREIRAS,BA,SNDH,2012-09-22,16:40:00,0
46379,46379,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2012-09-22,09:15:00,0
46523,46523,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-09-22,14:14:00,0
46411,46411,ACIDENTE,BELÉM,PA,SBBE,2012-09-23,18:35:00,1
46452,46452,INCIDENTE,LONDRINA,PR,SBLO,2012-09-23,21:26:00,0
46477,46477,INCIDENTE,CRUZEIRO DO SUL,AC,****,2012-09-23,19:40:00,0
46521,46521,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-09-23,13:30:00,0
46368,46368,ACIDENTE,SÃO PAULO,SP,****,2012-09-24,11:00:00,0
46412,46412,ACIDENTE,ILHÉUS,BA,SBIL,2012-09-24,01:55:00,0
46413,46413,ACIDENTE,UBERLÂNDIA,MG,SJPT,2012-09-24,17:00:00,0
46417,46417,ACIDENTE,LONDRINA,PR,SSOK,2012-09-24,17:10:00,0
46419,46419,ACIDENTE,CANTÁ,RR,****,2012-09-24,08:00:00,0
46450,46450,INCIDENTE GRAVE,NOVO ARIPUANÃ,AM,****,2012-09-24,13:30:00,0
46414,46414,ACIDENTE,UBATUBA,SP,****,2012-09-25,15:00:00,0
46415,46415,ACIDENTE,FOZ DO IGUAÇU,PR,SSHS,2012-09-25,14:35:00,2
46453,46453,INCIDENTE,NAVEGANTES,SC,SBNF,2012-09-25,13:00:00,0
46478,46478,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2012-09-25,21:55:00,0
46454,46454,INCIDENTE,BOA VISTA,RR,SBBV,2012-09-26,10:00:00,0
46455,46455,INCIDENTE,RIO DE JANEIRO,RJ,****,2012-09-26,13:37:00,0
46456,46456,INCIDENTE,SALVADOR,BA,SBSV,2012-09-27,22:30:00,0
46416,46416,ACIDENTE,SÃO BORJA,RS,SSSB,2012-09-28,21:38:00,0
46446,46446,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,2012-09-28,17:30:00,1
46495,46495,INCIDENTE,CURITIBA,PR,****,2012-09-28,15:00:00,0
46515,46515,INCIDENTE,RECIFE,PE,SBRF,2012-09-28,23:15:00,0
46516,46516,INCIDENTE,BRASÍLIA,DF,****,2012-09-29,20:50:00,0
46517,46517,INCIDENTE,SÃO PAULO,SP,SBMT,2012-09-30,23:00:00,0
46473,46473,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,2012-10-01,22:19:00,0
46438,46438,INCIDENTE GRAVE,ARTUR NOGUEIRA,SP,****,2012-10-02,11:10:00,0
46434,46434,ACIDENTE,JUQUIÁ,SP,****,2012-10-03,11:00:00,3
46439,46439,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,2012-10-03,16:33:00,0
46443,46443,INCIDENTE GRAVE,TEFÉ,AM,SBTF,2012-10-03,12:35:00,1
46518,46518,INCIDENTE,PORTO ALEGRE,RS,SBPA,2012-10-03,11:40:00,0
46695,46695,INCIDENTE,VITÓRIA,ES,SBVT,2012-10-03,19:40:00,0
46479,46479,INCIDENTE,LONDRINA,PR,SBLO,2012-10-04,22:05:00,0
50693,50693,ACIDENTE,GURINHATÃ,MG,****,2012-10-04,18:00:00,0
46474,46474,INCIDENTE,GUARULHOS,SP,SBGR,2012-10-05,19:38:00,0
46476,46476,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2012-10-05,18:00:00,0
46480,46480,INCIDENTE,GOIÂNIA,GO,SBGO,2012-10-05,17:09:00,0
46445,46445,INCIDENTE GRAVE,CATANDUVA,SP,SDCD,2012-10-07,15:30:00,3
46432,46432,ACIDENTE,SANTA CRUZ DO ARARI,PA,****,2012-10-08,13:30:00,3
46475,46475,INCIDENTE,CAMPO GRANDE,MS,SBCG,2012-10-09,17:22:00,0
46481,46481,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-10-09,21:27:00,0
46433,46433,INCIDENTE,MARICÁ,RJ,****,2012-10-10,20:33:00,0
46449,46449,ACIDENTE,PORTO ALEGRE,RS,SBPA,2012-10-10,19:13:00,0
46471,46471,INCIDENTE,CARAUARI,AM,SWCA,2012-10-10,15:30:00,0
46472,46472,INCIDENTE,JOÃO PESSOA,PB,SBJP,2012-10-10,17:59:00,0
46448,46448,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,2012-10-11,11:00:00,0
46484,46484,INCIDENTE,BRASÍLIA,DF,SBBR,2012-10-11,16:45:00,0
46696,46696,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2012-10-11,12:50:00,0
46431,46431,ACIDENTE,CAMPINAS,SP,SBKP,2012-10-13,22:55:00,0
46571,46571,ACIDENTE,LONDRINA,PR,****,2012-10-13,21:40:00,0
46594,46594,INCIDENTE GRAVE,POÇOS DE CALDAS,MG,SBPC,2012-10-13,21:05:00,0
46485,46485,INCIDENTE,PORTO SEGURO,BA,SBPS,2012-10-14,20:40:00,0
46486,46486,INCIDENTE,TERESINA,PI,SBTE,2012-10-14,00:09:00,0
50712,50712,ACIDENTE,AMERICANA,SP,SDAI,2012-10-14,20:30:00,0
46613,46613,INCIDENTE,SÃO PAULO,SP,SBMT,2012-10-15,17:42:00,0
46487,46487,INCIDENTE,BRASÍLIA,DF,SBBR,2012-10-16,20:00:00,0
46650,46650,INCIDENTE,CAMPINAS,SP,SBKP,2012-10-17,11:35:00,0
46674,46674,INCIDENTE,RONDONÓPOLIS,MT,SWRD,2012-10-17,20:40:00,0
46581,46581,ACIDENTE,CAMPINA GRANDE DO SUL,PR,****,2012-10-18,21:00:00,0
46514,46514,ACIDENTE,CAMPO GRANDE,MS,****,2012-10-20,15:00:00,0
46648,46648,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2012-10-20,11:12:00,0
46649,46649,INCIDENTE,CAMPINAS,SP,****,2012-10-20,22:43:00,0
46625,46625,INCIDENTE,PALMAS,TO,SBPJ,2012-10-21,16:40:00,0
46577,46577,INCIDENTE,CAMETÁ,PA,****,2012-10-22,18:38:00,0
46513,46513,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,****,2012-10-23,12:40:00,0
46647,46647,INCIDENTE,PORTO ALEGRE,RS,SBPA,2012-10-23,10:01:00,0
46497,46497,ACIDENTE,PORTO ALEGRE,RS,SSBN,2012-10-24,12:05:00,0
46574,46574,INCIDENTE,BRASÍLIA,DF,SBBR,2012-10-24,22:50:00,0
46498,46498,ACIDENTE,SENTO SÉ,BA,****,2012-10-25,13:00:00,1
46512,46512,ACIDENTE,JABOTICABAL,SP,****,2012-10-25,15:00:00,0
46675,46675,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,2012-10-25,11:00:00,0
46676,46676,INCIDENTE,CARLOS CHAGAS,MG,****,2012-10-25,17:48:00,0
52069,52069,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2012-10-25,18:33:00,0
46698,46698,INCIDENTE,CABO FRIO,RJ,SBCB,2012-10-26,15:42:00,0
46499,46499,ACIDENTE,CAMPINA VERDE,MG,****,2012-10-27,19:30:00,0
46624,46624,INCIDENTE,GOIÂNIA,GO,SBGO,2012-10-27,12:00:00,0
46639,46639,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2012-10-27,22:00:00,0
46677,46677,INCIDENTE,GUARULHOS,SP,SBGR,2012-10-27,21:12:00,0
52070,52070,INCIDENTE,RIO BRANCO,AC,SBRB,2012-10-27,16:15:00,0
46576,46576,INCIDENTE GRAVE,IPATINGA,MG,SBIP,2012-10-28,17:30:00,0
46679,46679,INCIDENTE,SANTANA DO ARAGUAIA,PA,SNKE,2012-10-28,11:30:00,0
46575,46575,INCIDENTE,RECIFE,PE,SBRF,2012-10-29,02:45:00,0
46699,46699,INCIDENTE,MACAÉ,RJ,****,2012-10-29,19:10:00,0
46822,46822,INCIDENTE,ROSÁRIO OESTE,MT,****,2012-10-29,11:00:00,0
46496,46496,ACIDENTE,SOROCABA,SP,****,2012-10-31,16:30:00,0
46562,46562,ACIDENTE,CANARANA,MT,****,2012-10-31,10:05:00,0
46582,46582,ACIDENTE,CHAPADA DOS GUIMARÃES,MT,****,2012-11-01,19:49:00,1
46597,46597,INCIDENTE,MARABÁ,PA,SBMA,2012-11-01,16:20:00,0
46604,46604,INCIDENTE,BRASÍLIA,DF,SBBR,2012-11-01,18:00:00,0
46563,46563,ACIDENTE,ARUANÃ,GO,****,2012-11-02,12:00:00,1
46572,46572,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-11-02,12:26:00,0
46589,46589,ACIDENTE,RECIFE,PE,SNEM,2012-11-02,14:30:00,0
46564,46564,ACIDENTE,GOIÂNIA,GO,SWNV,2012-11-03,16:50:00,0
46588,46588,ACIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,2012-11-03,14:00:00,0
46565,46565,ACIDENTE,COTEGIPE,BA,****,2012-11-04,20:00:00,0
46683,46683,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,2012-11-04,14:06:00,0
46566,46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,2012-11-05,11:55:00,0
46573,46573,INCIDENTE GRAVE,SANTO ÂNGELO,RS,SBNM,2012-11-05,20:40:00,0
46673,46673,INCIDENTE,MACEIÓ,AL,SBMO,2012-11-05,14:48:00,0
46583,46583,ACIDENTE,ALMIRANTE TAMANDARÉ,PR,****,2012-11-06,21:30:00,9
46567,46567,ACIDENTE,ALFENAS,MG,****,2012-11-07,16:15:00,0
46592,46592,ACIDENTE,QUERÊNCIA,MT,SNGV,2012-11-07,18:00:00,0
46568,46568,ACIDENTE,ALEGRETE,RS,****,2012-11-08,11:00:00,0
46569,46569,ACIDENTE,ALTÔNIA,PR,****,2012-11-08,19:00:00,0
46584,46584,ACIDENTE,ARAPUTANGA,MT,SWYH,2012-11-08,12:10:00,0
46694,46694,INCIDENTE,MONTES CLAROS,MG,****,2012-11-09,13:15:00,0
46713,46713,INCIDENTE,GOIÂNIA,GO,SBGO,2012-11-09,11:48:00,0
46570,46570,ACIDENTE,SÃO PAULO,SP,SBSP,2012-11-11,19:21:00,2
52071,52071,INCIDENTE,MACAÉ,RJ,****,2012-11-11,18:00:00,0
46651,46651,INCIDENTE,CURITIBA,PR,****,2012-11-12,18:50:00,0
46585,46585,ACIDENTE,BAGÉ,RS,SSCE,2012-11-13,18:30:00,1
46598,46598,INCIDENTE,PELOTAS,RS,SBPK,2012-11-13,12:00:00,0
46633,46633,ACIDENTE,ABADIA DE GOIÁS,GO,****,2012-11-15,12:40:00,0
46586,46586,ACIDENTE,URUAÇU,GO,****,2012-11-16,11:50:00,0
46605,46605,INCIDENTE,CAMPO GRANDE,MS,SBCG,2012-11-17,11:30:00,0
46614,46614,INCIDENTE,BRASÍLIA,DF,SBBR,2012-11-18,22:41:00,0
46587,46587,ACIDENTE,CAMPO GRANDE,MS,SBCG,2012-11-19,16:33:00,0
46599,46599,INCIDENTE,AGUDOS,SP,****,2012-11-19,16:57:00,0
46606,46606,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2012-11-19,18:05:00,0
46687,46687,INCIDENTE,PELOTAS,RS,SBPK,2012-11-19,11:55:00,0
46692,46692,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2012-11-19,18:42:00,0
46600,46600,INCIDENTE,SÃO PAULO,SP,SBMT,2012-11-20,15:40:00,0
46616,46616,INCIDENTE,VITÓRIA,ES,SBVT,2012-11-20,10:34:00,0
46591,46591,ACIDENTE,RIO DE JANEIRO,RJ,****,2012-11-21,11:47:00,0
46618,46618,INCIDENTE,BRASÍLIA,DF,SBBR,2012-11-21,18:31:00,0
46629,46629,INCIDENTE,ALIANÇA DO TOCANTINS,TO,****,2012-11-21,12:00:00,0
46693,46693,INCIDENTE,RIO LARGO,AL,****,2012-11-21,13:10:00,0
46590,46590,ACIDENTE,MARICÁ,RJ,SDMC,2012-11-22,11:45:00,0
46615,46615,INCIDENTE,SÃO LUÍS,MA,SBSL,2012-11-22,09:50:00,0
46593,46593,ACIDENTE,AMERICANA,SP,SDAI,2012-11-23,21:00:00,0
46602,46602,INCIDENTE,PINHEIRO,MA,SNYE,2012-11-23,20:55:00,0
46612,46612,ACIDENTE,CAMPINA GRANDE,PB,****,2012-11-23,14:47:00,0
46617,46617,INCIDENTE,SÃO PAULO,SP,SBMT,2012-11-23,20:00:00,0
46603,46603,INCIDENTE,SÃO PAULO,SP,SBMT,2012-11-24,12:33:00,0
46714,46714,INCIDENTE,CURITIBA,PR,SBBI,2012-11-25,19:33:00,0
46628,46628,INCIDENTE,GOIÂNIA,GO,SBGO,2012-11-26,15:05:00,0
46715,46715,INCIDENTE,LONDRINA,PR,SBLO,2012-11-26,17:48:00,0
46716,46716,INCIDENTE,CAMPINAS,SP,SBKP,2012-11-27,00:11:00,0
46723,46723,INCIDENTE,LONDRINA,PR,SBLO,2012-11-27,17:31:00,0
52072,52072,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-11-27,22:05:00,0
46601,46601,INCIDENTE,CAMPINAS,SP,SBKP,2012-11-28,07:15:00,0
46626,46626,INCIDENTE,ITAJUBÁ,MG,SNHH,2012-11-29,19:32:00,0
46627,46627,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-11-29,17:25:00,0
46710,46710,ACIDENTE,VILA VELHA,ES,****,2012-11-29,10:40:00,0
46717,46717,INCIDENTE,LONDRINA,PR,SBLO,2012-11-29,23:35:00,0
46758,46758,INCIDENTE,MANAUS,AM,SBEG,2012-11-29,18:20:00,0
46630,46630,ACIDENTE,JAÚ,SP,SDMV,2012-12-01,20:30:00,0
46640,46640,INCIDENTE,PALMAS,TO,SBPJ,2012-12-01,04:00:00,0
46718,46718,INCIDENTE,FORTALEZA,CE,****,2012-12-01,16:33:00,0
46638,46638,INCIDENTE,MANAUS,AM,SBEG,2012-12-02,15:00:00,0
